#{"t_start": 1789049545.821065, "env_id": "None"}
r,l,t
-61.9,41,5301.451572
287.2,60,5301.585657
332.6,51,5301.68089
-26.6,54,5301.776272
-23.7,66,5301.885996
34.0,68,5302.011167
71.3,79,5302.170224
13.8,58,5302.286704
25.6,53,5302.388622
326.0,86,5302.566289
-132.3,33,5302.640651
312.2,64,5302.770646
37.0,51,5302.873696
327.2,63,5303.00043
282.2,70,5303.140402
-60.1,57,5303.255726
295.3,63,5303.385248
44.3,52,5303.489165
292.5,60,5303.612139
297.3,53,5306.345203
69.0,74,5306.503119
279.3,57,5306.62969
79.0,65,5306.78989
61.2,54,5306.908266
-106.3,22,5306.956367
301.2,71,5307.107191
60.6,70,5307.257157
287.2,51,5307.36272
-9.0,40,5307.449163
-27.9,68,5307.598838
9.6,53,5307.708854
272.6,65,5307.864647
-16.6,64,5308.002324
-116.9,4,5308.011075
65.4,41,5308.103547
4.9,36,5308.186932
289.1,58,5308.316506
312.9,59,5308.440706
12.8,46,5308.537986
15.4,54,5308.652618
271.3,66,5308.78613
72.7,55,5308.901796
-6.4,49,5309.005787
277.3,55,5309.127127
-66.9,43,5309.223802
-2.8,70,5309.375448
41.0,46,5309.475332
287.2,68,5309.668157
68.0,67,5309.807512
-51.2,24,5309.858067
306.9,71,5310.005417
-44.2,51,5310.11153
66.0,65,5310.257468
-48.3,48,5310.358263
80.7,68,5310.505628
55.9,64,5310.641589
-56.5,57,5310.763987
292.2,47,5313.485551
300.1,65,5313.617872
-87.5,67,5313.735011
339.0,56,5313.830914
-7.7,89,5313.995511
318.0,106,5314.21929
-24.4,34,5314.291036
262.9,46,5314.387049
-61.0,61,5314.507417
63.2,66,5314.640777
70.4,48,5314.735132
1.9,43,5314.826637
312.2,68,5314.966732
282.2,72,5315.121298
307.8,83,5315.294862
306.5,63,5315.420554
-7.9,33,5315.489714
312.2,53,5315.595345
-87.3,47,5315.693019
305.7,74,5315.843703
311.0,50,5315.941248
292.5,66,5316.073737
315.3,64,5316.217836
277.7,69,5316.354733
302.2,61,5316.477181
83.1,81,5316.654989
31.2,44,5316.75415
-34.7,63,5316.895854
-80.5,47,5316.995417
297.9,85,5317.174126
9.4,67,5317.318208
322.2,48,5317.420591
-128.0,46,5317.519355
339.2,54,5320.231789
296.9,60,5320.361049
-27.0,42,5320.458973
61.9,66,5320.596904
294.8,75,5320.74754
-3.4,69,5320.885233
-42.5,53,5320.990148
-18.4,51,5321.09454
315.7,43,5321.182191
64.0,57,5321.301174
38.1,84,5321.46754
13.1,45,5321.560287
304.2,66,5321.67281
322.2,62,5321.777819
287.2,56,5321.876735
317.5,58,5321.990439
282.2,62,5322.114441
57.9,79,5322.351438
260.7,67,5322.490204
-68.1,36,5322.567628
313.7,76,5322.719552
-6.3,61,5322.837686
-96.2,55,5322.95041
-15.0,57,5323.06083
42.9,52,5323.165661
297.2,57,5323.276824
277.2,84,5323.441265
250.2,71,5323.593394
8.5,47,5323.686055
16.1,36,5323.758576
330.0,59,5323.876472
295.7,71,5324.019091
-28.5,38,5324.094886
-29.9,41,5324.176772
-8.9,57,5324.291327
0.4,51,5327.014769
34.9,57,5327.131108
-28.5,56,5327.240749
316.2,66,5327.377241
24.3,39,5327.456107
287.2,50,5327.555192
45.2,65,5327.706168
16.5,64,5327.831738
37.1,74,5327.98663
-69.9,12,5328.011944
-54.9,53,5328.12343
306.6,75,5328.2748
8.2,48,5328.368768
47.9,67,5328.503304
300.7,47,5328.595783
322.2,61,5328.72453
-13.7,72,5328.889164
307.2,67,5329.026153
-67.9,25,5329.078972
-16.4,28,5329.138791
44.3,46,5329.233074
312.2,67,5329.367943
292.2,73,5329.510442
286.2,57,5329.627285
19.3,57,5329.726612
-2.6,32,5329.782115
-6.4,40,5329.847001
-35.7,54,5329.940792
311.8,76,5330.093673
11.1,57,5330.208842
69.9,54,5330.319194
274.2,56,5330.430386
-10.5,64,5330.559282
75.4,50,5330.664906
256.3,64,5330.798077
307.2,48,5330.899199
0.5,34,5330.972452
287.2,54,5331.080548
-76.9,55,5333.894551
327.2,65,5334.026348
-88.0,61,5334.155449
48.7,70,5334.308289
75.0,72,5334.463633
-23.4,51,5334.574286
-75.7,68,5334.722646
-49.0,42,5334.809394
35.3,76,5334.968662
301.0,51,5335.084161
-15.2,66,5335.51621
75.1,69,5335.811292
-19.3,47,5335.910891
293.0,47,5336.014955
268.6,60,5336.159369
-26.3,70,5336.316821
-33.7,77,5336.47072
312.2,50,5336.571705
5.4,53,5336.683162
-20.8,60,5336.80552
273.9,83,5336.97163
-49.0,52,5337.076326
324.2,62,5337.218658
-19.0,43,5337.304704
46.1,64,5337.43726
320.4,72,5337.586579
284.7,71,5337.707011
-53.2,25,5337.749436
25.5,75,5337.874063
292.2,56,5337.974508
48.9,56,5338.086736
305.7,54,5338.199217
317.2,64,5338.32464
17.1,80,5338.482311
74.8,101,5341.403932
30.4,53,5341.508389
282.1,59,5341.618411
-89.9,34,5341.680772
282.0,93,5341.838773
296.2,61,5341.944334
-34.2,43,5342.039444
-75.4,36,5342.120409
69.6,75,5342.272871
304.3,73,5342.422466
289.1,61,5342.543804
281.6,65,5342.682847
274.1,83,5342.859333
314.2,59,5342.984533
-53.1,47,5343.084023
18.6,35,5343.155149
-14.2,65,5343.285291
-25.7,39,5343.369644
26.2,55,5343.481096
282.2,65,5343.614453
67.4,85,5343.785978
-53.2,30,5343.848883
-77.4,37,5343.924464
-23.7,53,5344.026036
282.2,53,5344.129881
-56.8,46,5344.223154
35.7,69,5344.361288
-1.3,70,5344.513255
-28.1,51,5344.617339
-52.3,18,5344.657362
56.8,41,5344.738964
330.2,57,5344.855219
-42.0,60,5344.976448
280.1,46,5345.068336
27.8,60,5345.18687
-53.2,34,5345.253535
15.6,73,5348.004222
279.4,68,5348.170425
28.2,75,5348.357295
287.3,61,5348.477656
-64.8,31,5348.541956
273.5,68,5348.701865
-21.6,71,5348.848362
-35.0,40,5348.928824
-0.7,46,5349.024986
-70.6,38,5349.104883
79.3,76,5349.256777
4.3,66,5349.385174
-34.2,47,5349.476699
-20.5,51,5349.581415
-3.2,66,5349.715788
-168.4,39,5349.781556
325.3,81,5349.921276
311.7,66,5350.057148
45.9,64,5350.190513
293.1,65,5350.327496
-48.4,69,5350.471121
50.2,63,5350.607866
60.4,41,5350.695177
308.6,65,5350.836293
-8.0,71,5350.984513
28.3,55,5351.094637
303.7,53,5351.204868
282.2,57,5351.327896
250.7,70,5351.477876
-18.2,54,5351.594374
290.7,70,5351.753028
85.4,63,5351.886323
262.6,64,5352.018042
287.7,71,5352.163407
-85.9,49,5355.016445
73.4,73,5355.212585
-28.5,68,5355.433707
34.2,62,5355.59072
-6.8,84,5355.768728
2.7,47,5355.891542
45.4,45,5355.99196
305.2,67,5356.131064
80.0,55,5356.242754
-53.2,42,5356.329571
55.4,53,5356.439713
85.6,63,5356.570802
10.1,32,5356.640327
-7.4,50,5356.746971
-23.0,75,5356.910954
35.4,50,5357.031254
269.0,63,5357.166215
-15.3,54,5357.293232
40.1,58,5357.424246
-74.5,43,5357.520281
329.8,79,5357.686792
-37.2,51,5357.772334
245.8,84,5357.916394
285.3,64,5358.070318
-153.3,35,5358.143932
-1.4,36,5358.223372
287.2,54,5358.337163
288.6,65,5358.473169
290.4,73,5358.641228
-8.9,67,5358.786784
282.2,59,5358.914101
257.3,55,5359.034884
307.1,58,5359.159424
304.1,65,5359.305359
103.8,78,5359.470996
261.7,74,5362.423465
-19.6,45,5362.513175
293.6,72,5362.661385
8.6,32,5362.726012
47.1,55,5362.837296
312.2,52,5362.937624
67.5,48,5363.030018
367.2,63,5363.156377
59.0,54,5363.2657
292.7,72,5363.411156
37.0,73,5363.566408
12.0,60,5363.695412
292.1,65,5363.836832
-39.1,60,5363.961055
-41.2,31,5364.029687
-1.9,56,5364.147409
47.1,62,5364.286214
19.4,41,5364.375854
91.8,49,5364.481496
316.2,62,5364.618572
-24.0,47,5364.719882
55.4,42,5364.809269
299.3,58,5364.933797
287.2,48,5365.034461
45.4,43,5365.126006
-6.4,54,5365.240189
301.6,74,5365.416197
65.3,71,5365.566224
38.6,78,5365.714744
29.8,64,5365.82799
299.2,80,5365.978458
-14.6,79,5366.146116
14.6,72,5366.305123
32.5,53,5366.439701
6.0,54,5366.554831
-24.6,58,5369.423054
-61.2,57,5369.555552
332.1,91,5369.716326
278.0,52,5369.802542
287.3,69,5369.918028
72.5,70,5370.0604
302.2,52,5370.163037
244.7,57,5370.276908
16.9,73,5370.42451
262.5,64,5370.562831
-94.1,37,5370.649956
288.3,45,5370.73906
303.5,63,5370.867438
277.3,64,5370.999377
337.2,73,5371.147391
297.5,62,5371.273634
327.2,56,5371.388748
17.1,69,5371.534042
296.2,61,5371.6584
306.0,60,5371.784371
26.7,60,5371.909643
13.6,70,5372.053519
45.4,45,5372.147046
1.6,40,5372.233414
337.2,58,5372.348517
281.2,61,5372.471722
-31.1,40,5372.557179
307.2,75,5372.718047
252.1,67,5372.909733
248.8,66,5373.056917
318.4,78,5373.211718
-24.0,57,5373.326717
337.2,49,5373.428167
-46.7,22,5373.474511
24.2,55,5373.58131
319.7,73,5376.348818
297.2,45,5376.440987
26.0,61,5376.562868
265.9,85,5376.745389
35.8,49,5376.853155
-66.0,41,5376.93521
14.9,63,5377.059817
307.9,58,5377.17634
297.2,56,5377.292643
-100.0,97,5377.477208
28.9,66,5377.603388
62.8,68,5377.797156
263.4,71,5378.075185
270.5,56,5378.238763
287.2,77,5378.39576
249.8,58,5378.518237
-39.0,63,5378.656928
282.2,77,5378.813801
17.4,92,5379.023109
294.2,55,5379.140544
16.2,79,5379.311152
317.2,64,5379.449242
-36.8,56,5379.570182
38.6,65,5379.716547
288.8,105,5379.934798
308.2,64,5380.070368
30.5,85,5380.248505
344.8,70,5380.402409
315.2,79,5380.574237
53.3,48,5380.679933
-45.7,40,5383.437274
45.4,57,5383.558342
28.1,69,5383.701635
32.9,54,5383.808914
76.1,67,5383.947701
50.4,69,5384.091359
297.2,63,5384.220917
-34.4,45,5384.312714
20.5,64,5384.443981
287.2,53,5384.552724
270.0,85,5384.734892
287.2,55,5384.845953
292.9,67,5384.981434
307.7,67,5385.162802
37.8,87,5385.371445
-31.4,70,5385.522408
13.6,53,5385.627759
284.8,84,5385.769407
283.8,84,5385.914197
-61.9,71,5386.057306
337.2,47,5386.15535
287.8,59,5386.296813
310.4,79,5386.454164
29.6,78,5386.607049
335.3,68,5386.741659
-32.1,65,5386.869347
-18.9,47,5386.961545
-70.0,47,5387.05743
-65.1,37,5387.135349
-97.7,36,5387.209609
27.3,47,5387.307603
-35.6,59,5387.439692
304.1,65,5387.571695
-60.7,72,5390.315401
289.7,66,5390.460553
51.8,67,5390.600511
-34.4,43,5390.690469
318.5,96,5390.884794
-67.3,29,5390.947306
41.3,62,5391.08271
312.2,69,5391.233892
18.1,70,5391.390897
320.2,64,5391.549101
101.8,77,5391.716674
-10.4,55,5391.836656
76.6,69,5391.983587
-25.2,59,5392.106847
-100.0,27,5392.163138
-29.8,48,5392.268811
55.0,64,5392.409569
3.5,73,5392.57165
312.3,84,5392.744888
57.6,97,5392.949691
47.3,51,5393.061542
303.7,63,5393.194004
309.6,71,5393.343179
34.1,61,5393.473603
321.2,67,5393.628606
-10.6,38,5393.698672
322.2,56,5393.793608
267.3,60,5393.893489
281.3,74,5394.044723
35.4,54,5394.159693
-1.2,34,5394.236047
302.2,56,5394.354352
310.7,62,5394.491117
1.8,66,5397.39054
275.5,68,5397.527056
25.5,48,5397.627509
55.4,41,5397.697245
332.2,60,5397.803787
-33.7,74,5397.936957
-55.8,76,5398.089968
-4.5,37,5398.166182
270.8,85,5398.339025
-45.4,80,5398.497548
282.2,59,5398.612874
-30.3,59,5398.732749
53.5,56,5398.85651
14.2,43,5398.942997
283.7,70,5399.086158
32.6,69,5399.224317
-1.4,50,5399.326166
287.8,73,5399.472321
22.7,64,5399.59835
114.8,60,5399.72351
54.4,48,5399.828552
61.1,72,5400.001997
91.4,65,5400.142272
15.9,77,5400.315096
-3.8,43,5400.416277
12.7,56,5400.557145
-93.0,39,5400.695107
324.2,69,5400.94927
9.0,32,5401.138771
-64.2,63,5401.364043
262.6,76,5401.640441
61.5,60,5401.756933
-19.2,61,5401.863944
297.2,68,5402.042403
8.9,39,5404.789503
-62.3,47,5404.890091
-60.7,41,5404.97517
290.9,78,5405.144702
311.2,73,5405.304547
-48.2,47,5405.40635
21.9,62,5405.541279
-21.0,45,5405.640917
48.2,55,5405.744555
-53.2,40,5405.818493
7.6,25,5405.863828
-10.9,38,5405.941412
293.7,90,5406.147613
318.4,61,5406.280253
322.6,57,5406.405003
8.6,44,5406.500947
-56.7,51,5406.608495
66.9,78,5406.787747
319.1,83,5406.97227
-26.2,52,5407.083838
53.8,51,5407.206666
-13.5,73,5407.37045
-14.0,38,5407.497725
2.3,69,5407.667134
-4.7,73,5407.820268
66.2,59,5407.94366
-53.2,18,5407.984143
261.2,54,5408.100152
60.4,54,5408.22503
1.2,53,5408.346866
275.6,75,5408.507426
22.8,70,5408.661527
295.6,86,5408.852448
297.2,68,5408.996206
-67.5,70,5409.144736
-59.9,58,5409.269927
295.2,62,5412.004951
-15.4,86,5412.188074
298.9,64,5412.323562
9.8,44,5412.437531
282.3,56,5412.55806
-43.3,57,5412.683731
322.2,81,5412.85378
38.6,35,5412.926843
-63.6,53,5413.040347
58.9,48,5413.141198
33.6,78,5413.309115
257.7,78,5413.479124
-99.7,56,5413.58996
349.8,76,5413.732181
88.0,51,5413.817872
-40.4,22,5413.855874
-93.4,26,5413.903073
-19.0,52,5414.007633
35.6,49,5414.117288
65.4,74,5414.278145
-11.2,42,5414.372838
272.6,58,5414.506423
277.2,54,5414.6207
312.8,55,5414.741218
-12.2,56,5414.863843
42.5,50,5414.970728
260.3,51,5415.077445
260.5,96,5415.27897
327.2,59,5415.407454
-23.1,48,5415.526235
41.5,58,5415.644002
2.8,52,5415.748946
282.6,65,5415.877984
-110.9,52,5415.991814
-69.5,25,5416.04856
49.7,37,5416.12418
12.3,64,5419.011197
92.7,72,5419.161052
282.7,64,5419.29667
266.4,76,5419.455991
337.2,68,5419.595366
243.7,92,5419.807536
326.2,69,5419.950539
11.9,91,5420.140473
302.2,60,5420.267084
297.2,57,5420.386398
-29.4,28,5420.445527
-44.9,46,5420.54218
-53.2,25,5420.597028
-23.4,34,5420.675045
-58.2,30,5420.744749
33.7,56,5420.967164
-60.5,29,5421.083786
75.4,57,5421.30256
-25.7,41,5421.418461
-31.1,30,5421.484151
274.2,58,5421.601112
303.2,51,5421.690051
67.8,90,5421.837624
-59.9,49,5421.92045
286.4,74,5422.075463
339.2,81,5422.241289
278.1,65,5422.374941
270.5,66,5422.510427
299.1,69,5422.658029
6.9,63,5422.788848
-47.5,65,5422.936889
-97.5,66,5423.078295
13.6,47,5423.176945
102.4,72,5423.328062
24.3,57,5423.448403
-21.7,73,5426.228492
76.6,68,5426.370892
-26.8,66,5426.496827
42.4,81,5426.661815
260.5,66,5426.791237
292.2,59,5426.909722
292.9,54,5427.018754
-54.4,29,5427.082971
14.2,62,5427.208351
-20.5,73,5427.355817
327.2,63,5427.478806
285.2,75,5427.629583
46.1,69,5427.772928
-47.2,28,5427.82803
-49.2,73,5427.974587
74.5,73,5428.134213
-15.4,58,5428.254973
-40.4,33,5428.322502
70.3,75,5428.47246
91.5,68,5428.607761
100.4,55,5428.720715
-16.5,74,5428.869417
-51.7,56,5428.982171
-1.5,85,5429.167645
8.1,60,5429.288373
-9.5,67,5429.424619
64.2,68,5429.558342
7.7,51,5429.65895
293.7,74,5429.782601
-14.7,81,5429.936868
332.2,65,5430.119818
76.7,75,5430.266828
276.8,57,5433.152158
-112.2,36,5433.226262
292.3,60,5433.369246
312.2,57,5433.483743
-57.8,47,5433.576782
-3.9,68,5433.70776
292.2,63,5433.81631
-48.4,43,5433.892083
332.4,83,5434.05351
306.2,72,5434.202098
56.1,45,5434.30013
3.6,44,5434.389964
-50.1,54,5434.503094
35.0,63,5434.634184
69.7,72,5434.795014
84.4,61,5434.922895
50.9,66,5435.061914
282.6,72,5435.219668
-65.9,71,5435.380795
297.4,67,5435.525002
302.2,69,5435.677716
21.5,53,5435.791387
311.2,78,5435.958099
41.9,79,5436.126869
45.4,59,5436.253062
-79.3,64,5436.404679
302.2,59,5436.529721
-93.0,9,5436.54942
44.4,75,5436.704294
277.2,60,5436.823726
33.3,72,5436.968386
282.2,65,5437.098422
55.4,51,5437.197082
50.3,64,5437.329703
16.2,60,5440.106893
45.7,72,5440.253629
356.2,86,5440.426754
40.1,43,5440.520981
-76.4,65,5440.750542
10.7,75,5440.909719
3.5,59,5441.030597
27.3,62,5441.162936
-0.5,27,5441.219584
7.4,63,5441.351289
49.8,53,5441.46035
-34.9,91,5441.652344
30.1,60,5441.781829
81.4,65,5441.894088
302.1,78,5442.059244
-43.3,59,5442.183253
-87.5,34,5442.256997
-111.8,42,5442.345118
391.0,65,5442.479358
296.2,63,5442.61434
7.5,45,5442.711231
324.2,72,5442.868641
33.6,58,5442.985867
-5.9,30,5443.046992
291.2,80,5443.21383
348.2,80,5443.382864
59.2,41,5443.467294
18.1,50,5443.571375
-59.3,35,5443.65035
332.2,67,5443.801201
334.2,64,5443.939657
-31.3,48,5444.040982
69.8,71,5444.191177
8.6,50,5444.295552
312.2,62,5447.049325
-105.2,33,5447.11631
-4.8,52,5447.22369
-66.5,22,5447.270376
294.2,49,5447.370279
263.1,62,5447.496879
36.2,58,5447.614794
70.4,60,5447.742342
-68.2,41,5447.826849
46.2,55,5447.941004
299.8,94,5448.138133
-7.7,57,5448.254809
-61.6,28,5448.315002
273.0,56,5448.428303
-25.7,42,5448.513727
58.2,67,5448.655188
-44.1,60,5448.775997
43.9,67,5448.917559
35.6,71,5449.074038
55.5,53,5449.185002
257.8,67,5449.32101
-12.2,63,5449.445535
37.4,54,5449.555692
28.9,81,5449.709195
-8.8,60,5449.811233
266.4,53,5449.903947
-100.0,40,5449.987271
-56.1,69,5450.144694
303.0,69,5450.281378
-56.0,56,5450.389551
312.2,65,5450.520083
58.0,77,5450.680085
-9.2,48,5450.783723
294.2,57,5450.90926
246.5,72,5451.072085
279.7,60,5451.200677
40.5,64,5454.117363
19.3,63,5454.241871
307.2,73,5454.40541
-0.5,64,5454.530804
329.2,68,5454.667806
64.3,82,5454.82484
-59.9,39,5454.904145
258.0,81,5455.075692
-1.2,52,5455.187209
270.4,59,5455.316677
282.7,56,5455.432538
-58.2,20,5455.474361
-4.9,44,5455.569563
306.2,67,5455.711646
-5.3,73,5455.863566
11.2,42,5455.949402
35.4,43,5456.037918
25.5,63,5456.164303
54.0,48,5456.260058
47.8,60,5456.394552
34.4,63,5456.536165
60.0,71,5456.697202
-1.4,71,5456.848167
27.1,63,5456.986415
243.0,74,5457.143351
241.3,65,5457.275949
19.4,72,5457.438453
-26.1,57,5457.556281
297.2,51,5457.660498
346.0,75,5457.786134
262.3,83,5457.926487
289.2,50,5458.027089
270.9,54,5458.135952
35.1,54,5458.2458
-3.8,67,5461.579641
92.9,78,5461.73045
61.7,61,5461.835604
296.3,69,5461.959949
48.1,45,5462.060294
306.2,70,5462.214974
-75.0,56,5462.404223
287.2,60,5462.531216
-24.5,45,5462.627372
363.0,60,5462.777237
64.7,62,5462.910458
14.4,70,5463.058946
277.2,48,5463.160979
333.0,85,5463.343033
32.7,52,5463.456768
277.0,52,5463.569195
-29.2,46,5463.673317
297.2,54,5463.790961
345.7,69,5463.939688
369.0,78,5464.102661
23.8,62,5464.229092
-98.2,37,5464.308992
2.4,50,5464.416083
-95.9,43,5464.508308
268.9,76,5464.671922
-28.7,41,5464.767978
262.3,72,5464.921407
33.1,55,5465.03707
-13.2,45,5465.133099
296.3,72,5465.284997
-17.6,83,5465.458755
53.7,74,5465.611739
3.8,75,5465.757301
37.9,58,5468.53128
-71.3,66,5468.667398
337.9,79,5468.831702
301.0,54,5468.948454
295.8,64,5469.076983
56.6,81,5469.242042
79.9,64,5469.371083
26.3,54,5469.481624
325.1,65,5469.604536
22.4,84,5469.751017
22.9,48,5469.831963
42.0,74,5469.975311
-10.7,50,5470.07302
-4.0,93,5470.262146
262.5,87,5470.444132
48.3,49,5470.5443
252.6,68,5470.683154
-19.1,79,5470.838126
70.4,68,5470.971449
269.8,59,5471.110018
322.2,68,5471.246727
280.2,52,5471.353825
-52.7,69,5471.493011
296.2,61,5471.615212
80.2,70,5471.767828
271.3,65,5471.897284
272.2,62,5472.021572
29.3,47,5472.120659
5.3,47,5472.21889
42.9,75,5472.373235
36.2,59,5472.496199
93.6,59,5472.617842
-83.1,53,5475.486812
274.0,61,5475.61432
-81.7,59,5475.740236
299.0,70,5475.890064
-17.4,54,5476.005197
327.2,46,5476.102474
38.0,48,5476.204887
78.3,74,5476.368664
287.2,59,5476.488869
23.6,56,5476.607541
-92.2,18,5476.648983
51.6,61,5476.778466
40.4,41,5476.865766
267.4,67,5477.004982
-71.0,46,5477.101143
40.4,37,5477.177231
-95.8,35,5477.251132
48.6,77,5477.42375
314.2,58,5477.591336
287.2,65,5477.789673
-27.2,73,5478.01562
302.1,76,5478.19446
-77.5,80,5478.391287
45.1,82,5478.568054
282.7,99,5478.781017
-58.2,30,5478.846528
258.1,79,5479.016428
-38.0,39,5479.10099
35.4,60,5479.226928
-51.6,40,5479.315579
106.0,61,5479.466402
-32.6,41,5479.556095
55.4,46,5479.656678
23.2,62,5479.786019
-28.2,32,5479.852136
35.4,58,5479.969648
42.7,64,5482.780205
322.2,73,5482.975294
282.2,53,5483.085108
44.6,73,5483.238889
55.4,50,5483.344891
301.2,68,5483.48965
-1.2,57,5483.628284
289.7,60,5483.749553
283.9,55,5483.858551
93.0,65,5483.990335
43.0,56,5484.098581
-65.8,59,5484.217788
280.7,48,5484.317299
51.4,44,5484.408931
322.0,80,5484.574156
-69.4,34,5484.644265
65.4,45,5484.745696
36.9,57,5484.865903
289.1,66,5485.007093
280.9,57,5485.124094
-60.2,41,5485.208445
297.0,71,5485.354669
312.2,50,5485.456232
45.4,47,5485.556409
-2.6,33,5485.623868
299.3,63,5485.7416
-37.7,53,5485.834396
62.1,68,5485.957016
55.4,77,5486.116967
78.4,63,5486.246593
295.2,53,5486.358729
-34.2,43,5486.447191
-8.6,35,5486.520854
-43.4,58,5486.644364
312.2,53,5486.775969
268.5,68,5486.925737
-134.7,54,5489.692415
45.4,70,5489.820661
317.2,58,5489.916928
6.6,41,5490.003816
297.3,52,5490.111836
55.4,71,5490.257733
312.2,71,5490.404056
27.9,82,5490.566696
-118.3,43,5490.65263
337.2,68,5490.794876
21.5,71,5490.952867
78.7,51,5491.052646
287.2,69,5491.187581
56.9,67,5491.323503
282.4,83,5491.490303
-17.6,53,5491.594906
306.4,59,5491.721165
303.9,53,5491.825462
313.0,57,5491.959016
-48.2,42,5492.04218
39.8,73,5492.188818
-120.6,57,5492.302627
40.4,61,5492.425402
-1.4,29,5492.489015
318.9,61,5492.61608
50.1,63,5492.745243
300.2,67,5492.889052
-42.2,58,5493.007879
328.4,63,5493.140608
297.2,69,5493.279908
-30.9,50,5493.379524
269.5,63,5493.506824
-55.3,35,5493.575352
96.5,76,5493.718274
66.8,73,5496.585404
292.2,67,5496.736511
322.2,70,5496.877328
292.9,72,5497.019395
254.2,62,5497.140797
52.8,64,5497.273036
70.6,70,5497.412724
312.2,66,5497.547696
-9.2,56,5497.65185
